_id,_key,_rev,claims,description,label,type
WikiItems/Q4230,Q4230,_gBP4DNW---,instance of,intergovernmental union,Union of South American Nations,item
WikiItems/Q4239,Q4239,_gBP4DNa---,instance of,Wikimedia category page,Category:Law enforcement in the Soviet Union,item
WikiItems/Q4245,Q4245,_gBP4DNm---,"place of birth,award received,instance of,given name",French businessman,Jean-Michel Aulas,item
WikiItems/Q4246,Q4246,_gBP4DNu---,instance of,Wikimedia category page,Category: Soviet Socialist Republic of Moldova,item
WikiItems/Q4251,Q4251,_gBP4DN2---,"instance of,category's main topic",Wikimedia category page,Category: Soviet Socialist Republic of Belarus,item
WikiItems/Q4258,Q4258,_gBP4DOC---,"instance of,is in the administrative territorial entity","square in the Perrache quarter, in the 2nd arrondissement of Lyon",Place Carnot (Lyon),item
WikiItems/Q4261,Q4261,_gBP4DOK---,"member of sports team,GND identifier,award received,MusicBrainz artist ID,instance of,place of birth,given name",former French football player and manager,Michel Platini,item
WikiItems/Q4263,Q4263,_gBP4DOS---,"instance of,category's main topic",Wikimedia category page,Category: Turkmen Soviet Socialist Republic,item
WikiItems/Q4265,Q4265,_gBP4DOe---,"instance of,category's main topic",Wikimedia category page,Category:History of Benin,item
WikiItems/Q4267,Q4267,_gBP4DOm---,"GND identifier,instance of,NTA identifier (Netherlands),NLA identifier,given name","French monk, a historian, a musical composer and a successful literary forger",Adémar de Chabannes,item
WikiItems/Q4270,Q4270,_gBP4DOu---,"MusicBrainz artist ID,GND identifier,instance of,place of birth,given name",American rock musician,Tom DeLonge,item
WikiItems/Q4280,Q4280,_gBP4DO2---,"instance of,political ideology",political party in Spain,Democratic Party,item
WikiItems/Q4281,Q4281,_gBP4DPC---,"place of birth,instance of,given name",French author and illustrator,Anne Moreau-Vagnon,item
WikiItems/Q4284,Q4284,_gBP4DPG---,"instance of,is in the administrative territorial entity",lake in the North Island of New Zealand,Lake Tarawera,item
WikiItems/Q4287,Q4287,_gBP4DPS---,GND identifier,semi-solid emulsion,margarine,item
WikiItems/Q4290,Q4290,_gBP4DPe---,,term in finance and economics,investing,item
WikiItems/Q4291,Q4291,_gBP4DPi---,instance of,national hero of Yugoslavia,Ante Bilobrk,item
WikiItems/Q4293,Q4293,_gBP4DPu---,"place of birth,instance of",American film and television actor,Jon Abrahams,item
WikiItems/Q4299,Q4299,_gBP4DP2---,"MusicBrainz artist ID,instance of,GND identifier",American rock band,Coheed and Cambria,item
WikiItems/Q4304,Q4304,_gBP4DP6---,"instance of,category's main topic",Wikimedia category page,Category:Romanian cuisine,item
WikiItems/Q4307,Q4307,_gBP4DQG---,instance of,wikipedia category,Category: Members of the Supreme Soviet of the USSR 7 convocation,item
WikiItems/Q4312,Q4312,_gBP4DQO---,instance of,wikipedia category,Category: Top music schools,item
WikiItems/Q4313,Q4313,_gBP4DQW---,"place of birth,GND identifier,instance of,CANTIC,Oxford Biography Index Number,given name",French theologian and poet,Alain de Lille,item
WikiItems/Q4316,Q4316,_gBP4DQe---,"instance of,original language",1986 animated fantasy-parody film,Project A-ko,item
WikiItems/Q4318,Q4318,_gBP4DQm---,"GND identifier,instance of,place of birth,Sandrart.net person ID",Greek historian and rhetorician,Theopompus,item
WikiItems/Q4319,Q4319,_gBP4DQy---,instance of,list of languages by number of native speakers,list of languages by number of native speakers,item
WikiItems/Q4321,Q4321,_gBP4DR----,,printed circuit board (PCB) found in all modern computers,motherboard,item
WikiItems/Q4326,Q4326,_gBP4DRG---,instance of,wikipedia category,Category:Alumni by university or college in China,item
WikiItems/Q4328,Q4328,_gBP4DRS---,"instance of,GND identifier,given name,position held",Archbishop of Bourges,Alberich of Reims,item
WikiItems/Q4329,Q4329,_gBP4DRa---,"instance of,CAS registry number,PubChem ID (CID),ChemSpider ID",bioactive product generated from Arachidonic Acid,Lipoxin,item
WikiItems/Q4334,Q4334,_gBP4DRi---,,"note meant to be played as one that quickly ""slides"" or ""glides"" to another note",Grace Note,item
WikiItems/Q4340,Q4340,_gBP4DRu---,"GND identifier,instance of,given name",12th-century author,Andreas Capellanus,item
WikiItems/Q4345,Q4345,_gBP4DR2---,"category's main topic,instance of",Wikimedia category page,Category:History of Indonesia,item
WikiItems/Q4352,Q4352,_gBP4DS----,instance of,Wikipedia category,Category:Sweden stubs,item
WikiItems/Q4357,Q4357,_gBP4DSG---,"instance of,category's main topic",Wikimedia category page,Category:Estonian Soviet Socialist Republic,item
WikiItems/Q4358,Q4358,_gBP4DSO---,instance of,Ukrainian parliamentary election of 2012,Ukrainian parliamentary election,item
WikiItems/Q4359,Q4359,_gBP4DSW---,instance of,Wikipedia disambiguation page,DMG,item
WikiItems/Q4360,Q4360,_gBP4DSi---,GND identifier,"highly magnetized, rotating neutron star",pulsar,item
WikiItems/Q4364,Q4364,_gBP4DSq---,instance of,wikipedia category,Category:Educational organizations by country,item
WikiItems/Q4365,Q4365,_gBP4DS2---,"category's main topic,instance of",Wikimedia category page,Category:Education by subject,item
WikiItems/Q4368,Q4368,_gBP4DT----,instance of,wikipedia category,people born in the Provence of Cremona,item
WikiItems/Q4373,Q4373,_gBP4DTG---,instance of,battle in the Thirty Years' War,Battle of White Mountain,item
WikiItems/Q4374,Q4374,_gBP4DTO---,"instance of,category's main topic",Wikimedia category page,Category:Battles of the Thirty Years' War,item
WikiItems/Q4378,Q4378,_gBP4DTW---,instance of,Flagship of the Tongan Maritime Force,Titilupe,item
WikiItems/Q4382,Q4382,_gBP4DTe---,,"competitive event at the XXII Olympic Winter Games in Sochi, Russia",ice hockey at the 2014 Winter Olympics,item
WikiItems/Q4387,Q4387,_gBP4DTq---,instance of,Wikimedia category page,Category:Presidents of Guinea,item
WikiItems/Q4388,Q4388,_gBP4DT2---,"taxon rank,taxon name,instance of,Encyclopedia of Life ID",species of tree squirrel common throughout Eurasia,red squirrel,item
WikiItems/Q4392,Q4392,_gBP4DU----,instance of,Wikimedia category page,Category:Belgian society,item
WikiItems/Q4405,Q4405,_gBP4DUG---,"follows,instance of",premier club football tournament,1993–94 UEFA Champions League,item
